device_info_serial,date_time,latitude,longitude,altitude,temperature,satellites_used,positiondop,speed_2d,direction
311,2010-09-29 7:38:42,371.244.012,-60.023.989,58,,6,2.2,817.639.234.274.827,612.896.448.502.872
311,2010-09-29 7:59:01,371.878.874,-59.165.789,122,,6,2.1,836.230.952.402.518,326.068.410.192.226
311,2010-09-29 8:19:16,372.227.372,-58.853.206,,,4,4.2,579.480.028.889.368,-304.293.804.557.089
311,2010-09-29 8:39:42,372.224.137,-5.884.557,30,,7,4.1,222.403.599.894.301,-126.646.762.846.255
311,2010-09-29 9:00:04,372.223.337,-58.845.999,42,,7,3.3,670.116.962.584.083,136.319.602.590.021
311,2010-09-29 9:20:16,372.218.043,-58.838.582,76,,6,4.5,119.812.742.526.769,-40.906.363.465.129
311,2010-09-29 9:40:44,372.273.279,-58.831.325,,,5,1.8,196.458.907.820.663,-79.388.685.216.359
311,2010-09-29 10:01:16,372.271.165,-58.828.307,,,4,2.8,140.661.195.780.532,647.917.934.169.217
311,2010-09-29 10:21:42,372.274.833,-58.843.852,,,4,2.8,623.353.831.577.126,2.950.166.853.896
311,2010-09-29 10:42:12,372.208.112,-5.881.458,41,,6,2.7,659.807.134.019.085,-152.230.756.684.149
311,2010-09-29 11:02:19,372.208.005,-58.814.151,31,,6,4,796.310.373.562.813,0
311,2010-09-29 11:22:51,372.207.469,-58.814.169,29,,6,4.3,29.825.931.444.911,622.031.013.813.741
311,2010-09-29 11:43:15,372.201.368,-58.810.067,33,,6,3.7,378.144.815.732.572,647.482.600.637.421
311,2010-09-29 12:04:12,372.203.829,-58.810.847,35,,6,2.1,345.765.159.066.797,140.605.902.948.759
311,2010-09-29 12:25:02,372.203.499,-58.811.985,44,,5,2.5,33.135.959.208.877,-791.981.583.847.547
311,2010-09-29 12:45:39,372.202.705,-58.811.679,,,4,2.9,474.334.292.124.268,214.333.903.695.262
311,2010-09-29 13:06:12,372.205.199,-58.811.635,46,,5,4.8,171.106.083.950.208,314.310.707.067.163
311,2010-09-29 13:26:30,372.208.877,-58.815.423,45,,5,4,796.309.452.966.074,180
311,2010-09-29 13:47:06,372.207.978,-58.816.289,50,,6,2.7,614.531.425.308.812,158.853.152.604.108
311,2010-09-29 14:07:18,372.209.304,-58.814.562,32,,4,5.7,940.789.992.631.335,117.196.929.821.608
311,2010-09-29 14:27:56,372.207.058,-58.814.092,47,,5,2.7,464.746.905.553.486,-127.813.793.177.774
311,2010-09-29 14:49:37,372.207.567,-58.814.167,37,,7,3.3,321.402.885.669.959,-149.384.541.691.873
311,2010-09-29 15:10:01,372.210.583,-58.810.551,52,,6,2.4,366.884.403.832.377,119.628.561.801.496
311,2010-09-29 15:30:07,372.206.952,-58.813.185,45,,6,3.2,359.707.775.799.627,136.581.823.196.974
311,2010-09-29 15:50:32,37.220.676,-58.813.443,33,,6,3.7,610.365.270.751.303,17.033.536.883.843
311,2010-09-29 16:10:40,372.231.115,-58.836.866,108,,6,2.6,623.299.152.624.649,878.346.016.271.584
311,2010-09-29 16:30:54,371.798.216,-58.427.591,500,,7,3.5,142.751.410.647.456,145.970.072.109.619
311,2010-09-29 16:51:10,371.429.111,-57.910.886,55,,6,2.9,123.766.704.147.956,126.500.834.924.821
311,2010-09-29 17:11:37,371.427.395,-57.914.516,56,,4,9.9,996.759.689.704.361,864.955.239.236.004
311,2010-09-29 17:31:54,371.364.207,-57.897.674,134,,6,2.6,140.935.225.357.367,956.015.564.524.631
311,2010-09-29 17:52:02,371.408.225,-57.087.526,,,5,2.5,459.862.582.530.124,752.871.288.899.831
311,2010-09-29 18:32:44,370.450.637,-57.772.197,160,,5,5.8,824.852.004.675.642,-121.475.130.869.227
311,2010-09-29 19:13:13,370.354.373,-58.032.093,31,,5,6.1,379.729.996.201.924,121.556.260.212.113
311,2010-09-29 19:53:19,370.330.918,-58.040.042,32,,5,8.4,165.807.903.429.735,141.887.560.177.657
311,2010-09-29 20:33:38,370.320.368,-58.043.287,34,,5,7.5,12.203.850.859.212,-33.170.709.561.203
311,2010-09-29 21:14:09,370.303.229,-58.050.252,27,,6,2.6,185.364.354.568.239,-107.221.411.790.554
311,2010-09-29 21:54:22,370.337.705,-58.030.435,22,,4,6.5,111.530.589.478.479,-120.137.458.117.397
311,2010-09-29 22:35:30,370.336.566,-58.029.098,29,,7,2,99.673.748.535.522,-935.026.295.455.468
311,2010-09-29 23:16:02,37.033.372,-58.031.709,29,,6,2.4,342.091.991.270.107,-148.498.000.841.994
311,2010-09-29 23:56:34,370.320.045,-58.033.116,22,,4,3.6,221.937.591.131.074,104.373.467.182.448
311,2010-09-30 0:37:12,370.319.552,-58.033.331,21,,7,2.9,607.645.579.527.106,170.421.240.716.796
311,2010-09-30 1:17:20,370.330.647,-58.033.434,17,,7,2.7,707.065.130.240.037,-286.407.895.491.643
311,2010-09-30 1:57:43,370.337.091,-5.802.041,14,,6,3.1,182.208.662.123.775,157.907.300.062.997
311,2010-09-30 2:37:54,370.335.975,-58.017.368,16,,5,3.6,214.691.159.082.256,97.264.637.778.061
311,2010-09-30 3:18:38,370.332.683,-58.000.829,20,,6,3.1,152.942.476.401.666,237.336.068.596.621
311,2010-09-30 3:59:03,370.338.928,-580.022,27,,7,2.1,547.722.108.763.862,-117.158.517.336.688
311,2010-09-30 4:39:13,370.327.621,-58.008.274,25,,5,3.9,139.485.327.064.781,-162.187.485.687.123
311,2010-09-30 5:19:44,370.343.117,-58.000.096,25,,8,2.1,323.104.864.248.677,-123.161.293.875.784
311,2010-09-30 6:00:00,371.177.422,-578.629,191,,5,3.6,101.136.491.616.825,534.569.037.360.584
311,2010-09-30 6:20:36,371.429.945,-57.912.586,62,,5,3.1,113.503.807.866.634,-138.266.639.742.556
311,2010-09-30 6:40:53,371.425.004,-57.904.454,67,,4,8,812.022.656.047.755,-414.757.395.644.125
311,2010-09-30 7:01:34,371.424.602,-57.905.181,55,,7,3.4,609.131.502.350.084,170.466.050.970.319
311,2010-09-30 7:21:58,371.426.389,-57.914.762,70,,8,3.5,660.589.037.350.746,-13.004.396.999.029
311,2010-09-30 7:42:13,371.426.199,-57.911.546,71,,7,2.2,239.577.265.453.986,-161.398.002.496.568
311,2010-09-30 8:02:28,371.426.491,-57.904.966,47,,6,3.8,122.065.434.330.559,-840.395.263.093.816
311,2010-09-30 8:23:13,371.428.297,-57.917.029,51,,6,3.3,150.332.709.790.087,-179.669.617.516.073
311,2010-09-30 8:43:47,371.426.689,-57.915.315,49,,6,4.2,110.349.380.979.136,160.458.608.507.314
311,2010-09-30 9:04:14,371.431.182,-57.913.236,48,,5,5,164.308.826.315.822,-493.784.148.503.058
311,2010-09-30 9:25:12,371.427.096,-5.791.438,56,,9,1.9,797.134.062.082.236,180
311,2010-09-30 9:45:21,371.147.194,-57.955.509,184,,7,2.3,130.528.604.804.114,-164.279.814.892.063
311,2010-09-30 10:05:41,37.046.685,-5.729.398,27,,5,4.4,305.941.155.750.718,550.334.542.163.491
311,2010-09-30 10:26:03,370.461.564,-57.284.006,28,,6,2.7,109.544.229.736.533,628.847.176.910.395
311,2010-09-30 10:46:12,37.046.114,-57.257.556,32,,6,2.7,288.963.085.967.899,495.440.454.895.365
311,2010-09-30 11:06:25,370.468.309,-57.250.898,26,,5,3.7,806.072.486.681.628,908.435.173.015.204
311,2010-09-30 11:27:13,370.471.738,-57.238.588,31,,6,2.1,170.735.158.206.823,570.477.957.046.777
311,2010-09-30 11:47:30,370.473.538,-57.224.403,21,,5,5.3,164.424.027.673.472,26.987.840.862.639
311,2010-09-30 12:08:14,370.473.334,-57.216.004,52,,5,4,15.164.328.490.478,941.451.509.707.853
311,2010-09-30 12:28:41,370.467.899,-57.214.708,50,,5,3.9,284.374.936.898.583,137.242.772.783.234
311,2010-09-30 12:49:11,370.471.845,-57.273.451,,,3,3.4,873.320.745.447.108,-959.278.631.352.953
311,2010-09-30 13:09:42,370.453.013,-57.253.024,47,,4,3.5,518.525.663.456.542,140.699.000.953.154
311,2010-09-30 13:30:01,370.456.095,-57.242.525,43,,4,3.3,191.045.435.818.714,105.508.677.037.147
311,2010-09-30 14:36:15,370.424.676,-57.678.265,679,,6,2.9,130.886.176.762.196,-87.403.752.839.725
311,2010-09-30 14:56:46,370.451.289,-58.567.609,994,,6,2.5,948.309.546.772.717,-104.144.586.048.156
311,2010-09-30 15:17:30,370.344.239,-59.607.897,550,,5,7.8,942.780.240.701.099,-108.975.493.080.233
311,2010-09-30 15:37:38,370.504.942,-60.210.526,699,,6,3.1,255.569.677.917.064,-141.769.530.529.823
311,2010-09-30 15:57:55,370.815.171,-60.917.648,0,,6,3.3,108.471.646.563.622,188.935.927.095.946
311,2010-09-30 16:18:24,370.810.436,-60.910.543,2,,4,7,920.884.601.974.394,-103.638.273.758.461
311,2010-09-30 16:38:42,370.817.734,-60.911.654,-1,,5,3.4,207.063.763.935.623,170.638.536.016.472
311,2010-09-30 16:59:02,370.817.137,-60.916.179,-3,,5,2.9,882.159.481.823.535,-16.593.717.129.477
311,2010-09-30 17:19:28,370.680.037,-61.131.539,7,,5,2.6,915.730.302.244.057,-158.734.904.110.444
311,2010-09-30 17:39:58,370.552.377,-6.133.787,-6,,4,3.5,0,0
311,2010-09-30 18:01:04,37.055.253,-61.338.258,,,3,3,123.681.339.188.927,-143.135.519.185.061
311,2010-09-30 18:41:39,369.960.681,-61.952.379,-17,,5,2.8,133.354.386.752.703,-119.503.541.796.012
311,2010-09-30 19:22:32,369.742.478,-62.358.118,-2,,9,2.1,155.532.605.256.973,721.267.784.400.317
311,2010-09-30 20:02:43,369.743.649,-6.236.533,-9,,6,2.8,205.415.328.038.428,114.754.969.873.417
311,2010-09-30 20:43:07,369.744.227,-6.236.681,1,,6,5.4,0,0
311,2010-09-30 21:23:39,36.974.423,-62.367.348,-2,,6,3.5,122.458.393.528.402,115.778.239.712.943
311,2010-09-30 22:04:34,369.744.965,-62.368.454,1,,4,7.2,220.447.352.407.366,121.124.997.981.823
311,2010-09-30 22:45:12,369.745.206,-6.236.822,0,,5,5.5,247.758.700.207.667,-140.339.146.345.079
311,2010-09-30 23:25:44,369.746.199,-62.368.155,-4,,5,4.8,412.288.705.435.778,254.374.717.301.266
311,2010-10-01 0:07:14,369.737.636,-62.367.829,1,,4,4.4,108.014.077.093.058,165.257.863.859.192
311,2010-10-01 0:47:37,369.737.593,-62.368.064,-7,,4,4.9,582.404.985.748.406,145.387.954.710.693
311,2010-10-01 1:28:32,369.737.816,-62.368.574,-1,,6,4.1,187.608.226.446.349,-143.877.105.586.261
311,2010-10-01 2:09:16,369.738.332,-62.369.187,3,,5,3,0,0
311,2010-10-01 2:49:56,369.738.527,-62.370.203,-7,,4,3.4,155.533.082.248.732,-546.733.866.150.172
311,2010-10-01 3:30:21,36.973.893,-62.371.893,-2,,4,7.3,120.335.488.607.797,-975.593.107.975.817
311,2010-10-01 4:11:49,369.737.896,-62.371.496,7,,4,3.5,580.084.872.105.118,347.574.032.960.235
311,2010-10-01 4:52:44,369.737.901,-62.371.743,0,,5,2.7,214.007.022.355.102,-378.408.501.885.239
311,2010-10-01 5:33:02,369.738.171,-62.371.897,0,,5,2.7,747.885.284.835.505,119.893.632.376.184
311,2010-10-01 6:01:35,369.978.375,-6.202.442,-1,,5,2.3,219.448.865.297.173,-115.036.389.918.937
311,2010-10-01 6:21:55,370.356.938,-61.311.633,79,,6,2.4,124.695.134.983.949,97.928.702.269.068
311,2010-10-01 6:42:28,370.848.416,-6.001.524,84,,6,2.6,911.046.561.238.094,626.196.250.829.425
311,2010-10-01 7:02:45,371.209.921,-58.682.783,113,,4,9,111.941.189.874.718,668.448.439.844.676
311,2010-10-01 7:23:14,371.441.498,-57.891.677,46,,5,4.1,996.762.361.243.977,-935.032.016.247.383
311,2010-10-01 7:43:38,371.423.847,-57.909.778,65,,4,5.8,573.284.895.687.745,12.221.294.242.116
311,2010-10-01 8:03:55,371.428.251,-57.915.771,66,,4,4.5,420.447.690.107.178,-412.897.511.479.384
311,2010-10-01 8:24:39,371.427.254,-57.914.896,56,,6,2.9,797.133.895.576.447,0
311,2010-10-01 8:45:37,371.429.036,-57.915.033,41,,5,4.4,948.735.834.400.075,242.270.977.555.005
311,2010-10-01 9:05:56,371.427.774,-57.914.131,54,,6,2.4,239.274.398.113.167,-130.240.391.278.498
311,2010-10-01 9:26:20,371.427.333,-57.914.509,55,,7,1.8,278.206.051.994.835,-559.071.676.177.903
311,2010-10-01 9:46:41,371.429.234,-57.912.913,54,,6,2.7,516.238.405.528.094,-109.255.886.869.329
311,2010-10-01 10:07:06,37.142.826,-57.913.837,52,,5,4.3,140.149.226.665.673,-412.883.756.559.833
311,2010-10-01 10:27:28,371.428.701,-57.913.105,51,,4,7.9,592.621.224.335.915,-132.486.625.189.005
311,2010-10-01 10:47:49,371.429.504,-57.912.692,,,3,5.2,996.759.911.538.634,-935.043.822.125.179
311,2010-10-01 11:08:16,371.428.136,-5.791.608,40,,4,3.5,214.484.060.842.239,102.900.695.853.651
311,2010-10-01 11:29:08,371.429.558,-57.916.449,57,,6,3.7,257.247.509.238.837,268.576.119.255.813
311,2010-10-01 11:49:55,371.384.219,-58.115.264,510,,6,2.6,109.433.043.127.599,-152.079.867.585.447
311,2010-10-01 12:10:14,370.667.977,-57.391.099,678,,5,3.8,990.840.449.509.728,131.151.462.252.878
311,2010-10-01 13:16:33,370.445.819,-57.240.733,44,,9,1.7,111.768.196.074.084,130.815.672.926.299
311,2010-10-01 13:37:09,370.440.269,-57.225.282,43,,9,1.8,133.236.826.153.961,627.078.049.798.646
311,2010-10-01 13:57:31,370.439.799,-57.217.869,46,,4,3.1,180.269.682.066.339,134.591.738.774.289
311,2010-10-01 14:18:13,37.044.831,-57.223.468,40,,6,2.3,458.164.486.985.322,-12.212.005.917.632
311,2010-10-01 14:38:33,370.443.453,-5.723.664,42,,7,2.2,69.777.870.748.515,865.445.555.695.401
311,2010-10-01 14:58:45,370.458.065,-57.293.991,111,,6,2.7,460.680.065.444.548,-158.162.577.729.488
311,2010-10-01 15:19:07,370.432.265,-57.479.289,216,,5,8.7,56.626.582.028.861,-628.979.022.880.492
311,2010-10-01 15:39:38,370.372.425,-58.140.343,532,,4,8.7,12.218.367.231.639,-457.075.522.452.563
311,2010-10-01 16:00:14,370.612.281,-58.733.341,253,,7,2.9,897.169.934.911.898,-134.724.504.733.094
311,2010-10-01 16:20:25,370.405.377,-59.600.145,53,,7,2.6,913.529.415.305.675,-528.803.170.336.759
311,2010-10-01 16:40:47,37.078.802,-60.012.088,-3,,4,8.3,314.254.918.832.257,71.696.679.235.139
311,2010-10-01 17:01:05,370.788.654,-60.014.212,-3,,6,2.6,996.515.050.297.423,-936.267.787.365.905
311,2010-10-01 17:21:21,370.783.115,-60.027.265,,,4,2.6,66.630.760.181.754,-10.873.530.700.055
311,2010-10-01 17:41:52,37.076.482,-60.085.118,,,4,3.8,131.539.285.046.135,491.174.402.101.469
311,2010-10-01 18:02:15,370.763.594,-60.086.547,,,4,2.9,231.894.744.074.607,-118.048.261.060.192
311,2010-10-01 18:43:00,370.741.664,-6.010.784,-6,,7,2.4,608.610.180.730.977,-990.743.942.596.809
311,2010-10-01 19:23:28,370.745.079,-60.105.567,6,,6,3.8,917.711.003.026.338,114.055.654.442.378
311,2010-10-01 20:04:00,370.748.492,-60.103.795,-2,,7,2.1,131.541.274.915.155,491.162.119.125.531
311,2010-10-01 20:44:16,370.747.865,-6.010.371,3,,5,3.6,273.309.037.522.177,468.576.486.624.599
311,2010-10-01 21:24:24,370.750.759,-60.101.361,2,,5,6.8,126.792.957.303.695,124.346.391.306.167
311,2010-10-01 22:04:38,37.060.659,-60.901.778,7,,5,3.5,49.969.968.722.871,175.091.658.686.023
311,2010-10-01 22:44:53,370.587.674,-60.923.716,0,,5,3.4,196.208.896.314.231,-155.228.315.092.236
311,2010-10-01 23:25:38,370.597.091,-60.921.135,0,,7,2.1,189.977.157.749.341,112.585.308.309.099
311,2010-10-02 0:05:40,370.573.635,-60.928.846,-2,,7,2.4,398.246.116.776.408,-151.725.611.838.019
311,2010-10-02 0:46:15,370.483.563,-61.012.315,-12,,6,3.7,584.977.676.617.811,-146.791.688.488.116
311,2010-10-02 1:26:30,370.385.567,-61.139.678,-10,,6,2.9,85.374.207.752.393,-128.365.444.293.572
311,2010-10-02 2:07:14,369.874.165,-62.220.579,116,,5,3,83.839.064.990.601,-141.929.498.790.228
311,2010-10-02 2:47:32,369.736.247,-62.369.731,-14,,5,4.5,206.127.073.658.031,102.466.577.025.543
311,2010-10-02 3:28:14,369.736.582,-62.368.445,-6,,5,4,587.011.726.131.303,-101.375.234.193.952
311,2010-10-02 4:09:08,369.737.585,-62.368.418,-2,,6,2.7,706.561.944.981.092,311.074.019.879.265
311,2010-10-02 4:50:40,369.738.157,-62.366.491,-4,,6,2.5,501.693.539.015.869,-140.921.372.792.822
311,2010-10-02 5:31:27,369.738.082,-62.366.567,-4,,4,6.1,298.867.990.126.478,862.394.875.748.196
311,2010-10-02 6:01:30,369.738.069,-62.355.083,-5,,7,1.9,996.228.020.261.476,-937.598.163.659.015
311,2010-10-02 6:21:54,370.442.857,-61.638.629,-1,,7,1.7,831.062.523.763.479,769.152.851.595.971
311,2010-10-02 6:42:12,371.287.395,-61.165.544,-4,,6,2.3,828.666.979.476.728,-232.305.000.516.749
311,2010-10-02 7:02:47,371.287.001,-6.116.184,-4,,5,2.8,172.891.425.613.172,-395.484.673.136.974
311,2010-10-02 7:23:15,371.287.454,-61.161.987,1,,5,2.8,818.530.751.029.597,-627.945.499.244.053
311,2010-10-02 7:43:38,371.287.366,-61.161.151,-20,,5,3.2,91.035.366.133.429,-120.890.437.294.749
311,2010-10-02 8:04:37,371.287.648,-61.161.358,-11,,5,3.3,927.834.081.127.194,225.975.122.864.708
311,2010-10-02 8:25:16,371.287.274,-61.160.179,-11,,6,2.7,0,0
311,2010-10-02 8:45:44,371.558.969,-61.060.806,-16,,5,3,996.400.031.316.557,863.031.270.167.395
311,2010-10-02 9:06:14,371.552.504,-61.075.758,-5,,6,4.7,194.117.787.737.602,152.779.424.346.632
311,2010-10-02 9:26:45,37.155.049,-61.077.234,,,4,7,606.380.569.338.146,-560.772.799.346.821
311,2010-10-02 9:47:33,371.550.238,-61.074.423,-17,,6,7.5,777.806.536.694.105,-259.907.053.103.755
311,2010-10-02 10:08:01,371.958.034,-60.883.567,,,3,6.3,126.308.586.432.002,-280.775.697.380.747
311,2010-10-02 10:28:47,371.954.921,-60.882.969,-8,,4,6.6,345.796.366.022.216,-395.280.458.077.063
311,2010-10-02 10:49:04,371.960.111,-60.884.182,,,3,4.9,0,0
311,2010-10-02 11:09:29,371.959.167,-60.885.886,-14,,5,4.5,229.118.171.225.514,-296.153.695.195.296
311,2010-10-02 11:30:00,371.959.415,-60.885.718,-14,,5,3.9,110.034.162.465.269,117.492.672.888.841
311,2010-10-02 11:50:17,371.965.549,-6.088.571,,,4,8.6,79.656.627.012.425,180
311,2010-10-02 12:11:12,371.995.935,-60.892.881,6,,5,3.5,610.469.199.001.295,-100.067.957.784.961
311,2010-10-02 12:31:40,371.995.684,-60.892.878,0,,6,2.6,140.709.606.370.867,262.251.711.272.491
311,2010-10-02 12:51:50,371.995.422,-60.892.433,10,,5,4,302.982.143.850.163,116.898.815.558.854
311,2010-10-02 13:12:20,371.995.665,-60.891.963,,,4,2.2,270.090.398.390.299,303.384.443.226.038
311,2010-10-02 13:33:12,371.995.161,-60.892.388,5,,7,2.9,171.056.923.818.316,312.846.017.209.497
311,2010-10-02 13:53:25,371.995.039,-6.089.257,0,,7,2.1,0,0
311,2010-10-02 14:14:08,371.995.183,-60.893.122,-7,,6,3.4,946.720.614.628.183,-284.343.473.563.857
311,2010-10-02 14:34:36,371.995.079,-60.892.957,-4,,6,2.4,0,0
311,2010-10-02 14:54:48,371.994.631,-6.089.276,0,,5,3.7,156.523.957.989.094,136.410.089.495.228
311,2010-10-02 15:15:17,371.994.557,-60.892.513,10,,5,6.1,0,0
311,2010-10-02 15:36:39,371.942.978,-60.952.236,-11,,6,3,193.276.922.957.977,-149.038.136.750.418
311,2010-10-02 15:57:16,371.892.688,-60.960.591,13,,5,6.8,427.302.876.727.448,-523.604.638.458.201
311,2010-10-02 16:18:12,371.680.341,-60.814.283,-4,,6,3.7,6.100.244.307.194,-100.011.571.590.302
311,2010-10-02 16:38:15,3.717.409,-60.297.425,-2,,5,4.6,11.101.611.283.974,-126.758.456.480.485
311,2010-10-02 16:58:52,371.742.686,-6.030.201,0,,5,5.5,287.220.371.662.502,-644.449.386.162.984
311,2010-10-02 17:19:21,371.746.309,-60.313.693,-3,,5,6.2,297.298.425.868.718,105.230.829.877.641
311,2010-10-02 17:39:57,371.743.946,-60.316.938,0,,4,6.5,277.481.211.032.598,11.155.646.106.592
311,2010-10-02 18:00:38,371.533.738,-60.623.858,35,,6,2.3,745.526.489.849.283,-135.567.419.940.186
311,2010-10-02 18:41:05,37.019.637,-61.789.778,45,,5,2.3,832.078.048.216.749,-116.574.814.159.991
311,2010-10-02 19:21:44,369.736.548,-62.366.159,-3,,7,2.2,245.135.907.647.873,436.345.709.635.961
311,2010-10-02 20:02:08,369.736.105,-62.366.865,-4,,6,2.3,100.497.947.406.174,-178.048.297.844.432
311,2010-10-02 20:42:39,369.735.816,-62.366.842,0,,6,2.7,219.475.079.877.374,-115.059.020.291.652
311,2010-10-02 21:23:11,369.733.039,-62.353.347,,,3,6.1,996.228.179.902.019,-93.759.667.444.843
311,2010-10-02 22:03:46,369.734.304,-62.355.228,,,3,1.9,725.571.633.271.283,-106.453.708.136.106
311,2010-10-02 22:44:49,369.736.241,-6.235.701,3,,4,4.3,17.093.481.823.224,-148.800.934.228.556
311,2010-10-02 23:25:37,369.735.389,-62.357.921,,,3,5,413.154.268.625.403,-884.606.873.744.143
311,2010-10-03 0:07:15,369.735.627,-62.359.478,0,,4,5.5,640.214.507.057.037,661.594.584.584.827
311,2010-10-03 0:47:30,369.740.076,-62.368.176,6,,4,9.7,0,0
311,2010-10-03 1:28:01,369.741.053,-62.371.406,-2,,4,7.8,979.766.010.655.719,-588.751.831.360.866
311,2010-10-03 2:08:15,369.740.019,-62.368.655,-17,,4,4.6,345.761.641.692.183,140.368.316.668.388
311,2010-10-03 2:48:50,369.740.486,-62.369.627,-13,,4,5.3,13.890.980.811.133,123.475.749.091.008
311,2010-10-03 3:29:14,369.739.407,-6.236.873,3,,6,3.2,115.732.816.592.871,561.793.398.787.109
311,2010-10-03 4:09:48,369.739.399,-62.367.171,3,,5,3.1,121.824.471.098.542,-135.644.281.665.203
311,2010-10-03 4:50:48,369.739.847,-62.366.558,7,,6,2.5,611.914.612.126.588,12.005.653.619.102
311,2010-10-03 5:31:36,369.737.466,-62.364.154,-1,,6,4.2,0,0
311,2010-10-03 6:01:32,36.995.494,-62.081.644,2,,6,4,996.263.097.016.535,-937.451.225.613.319
311,2010-10-03 6:22:02,37.038.503,-61.426.362,109,,5,3.4,132.313.835.301.319,464.247.059.968.412
311,2010-10-03 6:43:03,371.285.529,-60.086.485,116,,7,2.1,125.168.883.181.587,471.084.846.077.759
311,2010-10-03 7:03:21,37.164.132,-58.765.044,72,,7,2.2,106.194.641.857.946,731.334.801.705.107
311,2010-10-03 7:23:41,371.439.596,-57.889.249,48,,6,2.4,203.136.227.315.246,48.924.107.201.021
311,2010-10-03 7:44:01,371.429.431,-57.909.701,62,,6,2,639.312.232.986.187,-42.053.702.461.436
311,2010-10-03 8:04:15,371.444.338,-57.889.143,80,,4,6.1,376.389.801.585.148,144.201.999.922.063
311,2010-10-03 8:24:46,37.144.182,-57.888.105,47,,5,2.9,242.658.503.864.518,-158.380.879.024.021
311,2010-10-03 8:45:18,371.450.289,-5.811.217,113,,5,3.8,873.981.847.854.457,-124.197.413.586.746
311,2010-10-03 9:05:37,371.993.109,-5.882.297,5,,4,6.6,12.883.578.189.483,-150.479.287.975.373
311,2010-10-03 9:26:04,372.207.976,-58.815.472,,,3,6.1,108.811.702.626.385,-157.289.847.601.151
311,2010-10-03 9:46:52,372.208.515,-58.815.755,,,4,7.6,152.463.097.641.988,-885.003.458.875.016
311,2010-10-03 10:07:15,372.207.983,-58.814.253,46,,6,6.8,969.149.564.912.649,-217.994.833.502.194
311,2010-10-03 10:27:22,372.208.143,-58.816.294,35,,5,6.8,122.276.937.663.152,-638.073.525.583.237
311,2010-10-03 10:47:46,372.206.797,-58.812.438,36,,5,4.8,192.081.609.433.329,663.717.920.650.855
311,2010-10-03 11:08:27,372.207.643,-58.813.583,32,,5,2.9,246.421.322.906.084,554.851.146.826.437
311,2010-10-03 11:29:06,372.208.786,-58.815.811,,,4,3.7,45.358.198.639.525,112.718.906.354.962
311,2010-10-03 11:49:42,372.204.116,-58.811.665,27,,5,5.8,24.455.261.412.277,116.192.812.014.551
311,2010-10-03 12:09:41,372.208.104,-58.816.886,,,4,2.8,431.964.123.951.811,886.006.668.170.174
311,2010-10-03 12:29:53,372.258.743,-58.841.374,,,4,2.9,778.809.919.304.761,146.613.978.979.469
311,2010-10-03 12:50:02,372.249.963,-58.815.486,,,4,3.2,193.113.552.439.068,-959.581.023.934.017
311,2010-10-03 13:10:28,372.251.191,-58.811.761,,,4,3.5,996.665.990.064.367,864.342.552.117.042
311,2010-10-03 13:30:41,372.255.487,-58.816.263,,,4,3.8,149.970.336.985.129,661.968.963.081.597
311,2010-10-03 13:51:09,372.251.508,-58.826.911,61,,5,3.5,171.107.640.058.504,-148.570.395.741.061
311,2010-10-03 14:11:32,372.250.074,-58.819.803,,,4,2.3,185.741.617.613.172,18.645.399.131.758
311,2010-10-03 14:32:12,37.225.352,-58.823.169,61,,6,4,0,0
311,2010-10-03 14:52:43,372.251.515,-58.824.207,65,,6,2.6,137.393.072.773.075,168.201.136.421.897
311,2010-10-03 15:13:30,372.251.287,-58.824.933,52,,6,5.7,128.168.326.123.584,693.974.008.989.697
311,2010-10-03 15:33:44,371.920.432,-59.076.688,45,,6,6.5,857.396.545.100.878,-779.795.416.561.987
311,2010-10-03 15:54:00,37.175.623,-59.783.948,-3,,6,4.1,111.958.349.847.761,145.235.103.252.582
311,2010-10-03 16:14:34,371.680.858,-60.023.645,-1,,5,4.6,886.445.525.209.655,-158.087.747.577.624
311,2010-10-03 16:35:07,371.587.132,-60.035.963,-1,,6,2.9,984.753.669.539.501,138.772.327.700.178
311,2010-10-03 16:55:27,37.158.761,-60.036.423,-10,,4,5.5,204.205.312.919.681,-104.323.867.104.613
311,2010-10-03 17:15:56,371.588.157,-60.038.459,-2,,5,2.8,507.050.293.091.819,118.044.338.682.491
311,2010-10-03 17:36:17,371.584.865,-60.241.378,3,,4,3.4,315.743.697.259.931,686.849.191.992.211
311,2010-10-03 17:56:47,371.573.748,-60.240.686,,,3,3.6,280.354.439.888.897,148.598.525.111.244
311,2010-10-03 18:37:32,371.747.563,-61.006.034,-2,,7,2.2,178.026.583.377.373,-376.506.354.950.294
311,2010-10-03 19:18:07,371.745.433,-61.005.247,6,,6,2.7,509.882.483.958.915,-1.723.867.895.313
311,2010-10-03 19:59:04,371.745.372,-61.004.892,,,3,2,256.655.039.807.302,-128.316.246.197.728
311,2010-10-03 20:39:44,371.748.764,-61.005.466,9,,5,5.5,298.922.504.509.853,-936.951.161.473.246
311,2010-10-03 21:21:06,371.749.126,-61.004.656,0,,7,2.4,610.154.586.866.367,16.996.949.350.084
311,2010-10-03 22:01:10,371.748.375,-61.001.916,16,,4,8.4,167.309.781.229.548,-137.541.038.979.475
311,2010-10-03 22:41:22,371.752.561,-60.998.523,5,,6,2.9,948.657.261.101.904,-15.869.976.560.673
